Hour,Apparent,Temperature
7,3.666666667,6.15
8,4.611111111,7.172222222
9,4.916666667,7.75
10,10.96666667,10.96666667
11,14.69444444,14.69444444
12,12.77222222,12.77222222
13,14.89444444,14.89444444
14,13.97777778,13.97777778
15,13.90555556,13.90555556
16,12.77777778,12.77777778
17,12.2,12.2
18,12.17777778,12.17777778
19,11.96111111,11.96111111
20,12.10555556,12.10555556
21,12.08333333,12.08333333
22,12.17777778,12.17777778
23,12.71111111,12.71111111
0,12.22222222,12.22222222
1,12.65,12.65
2,12.15,12.15
3,11.66666667,11.66666667
4,11.10555556,11.10555556
5,11.15555556,11.15555556
6,11.15555556,11.15555556
7,12.05,12.05
8,12.10555556,12.10555556
9,12.73333333,12.73333333
10,14.68888889,14.68888889
11,15.02222222,15.02222222
12,14.04444444,14.04444444
13,14.06111111,14.06111111
14,13.98333333,13.98333333
15,13.93333333,13.93333333
16,11.30555556,11.30555556
17,7.394444444,9.05
18,6.955555556,9.066666667
19,7.338888889,9.155555556
20,6.416666667,7.933333333
21,6.622222222,8.327777778
22,6.422222222,8.511111111
23,8.377777778,9.233333333
0,5.327777778,5.327777778
1,3.655555556,4.961111111
2,1.711111111,3.266666667
3,2.733333333,2.733333333
4,1.005555556,2.533333333
5,0.144444444,2.8
6,0.283333333,2.838888889
7,1.872222222,5
8,1.955555556,5.044444444
9,3.594444444,6.177777778
10,7.066666667,8.827777778
11,7.277777778,9.927777778
12,12.12222222,12.12222222
13,12.97222222,12.97222222
14,13.97222222,13.97222222
15,14.98888889,14.98888889
16,13.13333333,13.13333333
17,12.15,12.15
18,11.06111111,11.06111111
19,10.15,10.15
20,7.188888889,8.955555556
21,6.038888889,8.355555556
22,7.155555556,9.144444444
23,6.655555556,8.822222222
0,5.405555556,8.15
1,3.466666667,6.711111111
2,3.122222222,5.483333333
3,4.772222222,6.038888889
4,4.211111111,5.688888889
5,1.911111111,5.022222222
6,2.655555556,4.977777778
7,2.516666667,5.044444444
8,3,4.955555556
9,1.383333333,4.955555556
10,2.638888889,5.85
11,2.733333333,6.044444444
12,2.994444444,6.066666667
13,2.372222222,5.2
14,2.316666667,5.116666667
15,2.927777778,5.072222222
16,3.466666667,5.122222222
17,3.183333333,5.027777778
18,2.722222222,4.955555556
19,2.777777778,4.822222222
20,2.7,4.883333333
21,1.788888889,4.377777778
22,2.894444444,4.316666667
23,1.694444444,4.327777778
0,6.666666667,8.866666667
1,6.5,8.716666667
2,6.388888889,8.216666667
3,5.694444444,7.638888889
4,5.088888889,7.144444444
5,3.8,6.088888889
6,3.511111111,6.133333333
7,4.983333333,7.116666667
8,6.688888889,8.861111111
9,12.15,12.15
10,14.88888889,14.88888889
11,17.22222222,17.22222222
12,17.87222222,17.87222222
13,18.88333333,18.88333333
14,20.02222222,20.02222222
15,18.93333333,18.93333333
16,17.23888889,17.23888889
17,14.97222222,14.97222222
18,15.09444444,15.09444444
19,14.84444444,14.84444444
20,13.86111111,13.86111111
21,13.91111111,13.91111111
22,14.24444444,14.24444444
23,13.33333333,13.33333333
0,12.8,12.8
1,12.31111111,12.31111111
2,12.82222222,12.82222222
3,13.35,13.35
4,13.28333333,13.28333333
5,13.91111111,13.91111111
6,12.84444444,12.84444444
7,13.77222222,13.77222222
8,14.97777778,14.97777778
9,16.03888889,16.03888889
10,17.10555556,17.10555556
11,17.05,17.05
12,18.28888889,18.28888889
13,16.03333333,16.03333333
14,11.94444444,11.94444444
15,6.511111111,9.911111111
16,6.633333333,9.044444444
17,5.622222222,8.844444444
18,5.583333333,8.794444444
19,5.816666667,8.805555556
20,5.922222222,8.844444444
21,5.188888889,8.794444444
22,4.672222222,8.266666667
23,4.616666667,8.155555556
0,4.7,7.6
1,3.816666667,6.566666667
2,2.922222222,5.422222222
3,3.677777778,5.977777778
4,3.533333333,5.955555556
5,2.944444444,4.866666667
6,4.777777778,4.777777778
7,2.961111111,4.027777778
8,4.1,4.966666667
9,6.322222222,7.738888889
10,7.894444444,9.016666667
11,12.17777778,12.17777778
12,12.82222222,12.82222222
13,13.66111111,13.66111111
14,13.75,13.75
15,12.17777778,12.17777778
16,11.16111111,11.16111111
17,9.977777778,9.977777778
18,9.611111111,9.927777778
19,8.822222222,9.45
20,8.305555556,9.883333333
21,6.8,9.283333333
22,6.427777778,8.188888889
23,5.572222222,7.638888889
0,4.811111111,6.938888889
1,4.3,6.388888889
2,2.294444444,4.861111111
3,0.916666667,3.777777778
4,0.561111111,3.322222222
5,0,2.694444444
6,-0.644444444,2.116666667
7,2.205555556,2.205555556
8,2.927777778,4.85
9,5.6,7.644444444
10,7.061111111,8.788888889
11,8.427777778,10
12,11.06111111,11.06111111
13,11.05,11.05
14,11.11111111,11.11111111
15,11.03888889,11.03888889
16,8.055555556,10
17,7.2,8.961111111
18,6.9,8.888888889
19,7.172222222,8.9
20,6.611111111,8.866666667
21,6.533333333,8.794444444
22,6.972222222,8.711111111
23,6.316666667,8.266666667
0,5.938888889,8.266666667
1,5.972222222,7.772222222
2,6.605555556,7.644444444
3,5.4,6.561111111
4,4.116666667,6.216666667
5,2.1,3.961111111
6,2.45,4.977777778
7,4.116666667,6.005555556
8,5.716666667,7.133333333
9,7.583333333,8.961111111
10,11.06111111,11.06111111
11,12.8,12.8
12,12.82222222,12.82222222
13,12.83888889,12.83888889
14,12.89444444,12.89444444
15,12.8,12.8
16,10.28888889,10.28888889
17,6.338888889,7.938888889
18,6.1,7.777777778
19,5.6,7.4
20,5.094444444,7.172222222
21,5.444444444,6.6
22,3.794444444,6.461111111
23,3.794444444,6.5
0,3.794444444,6.483333333
1,3.883333333,6.466666667
2,3.211111111,6.016666667
3,3.588888889,4.905555556
4,4.177777778,5.316666667
5,3.844444444,3.844444444
6,4.861111111,4.861111111
7,3.516666667,5.072222222
8,6.022222222,6.022222222
9,5.994444444,7.761111111
10,8.527777778,9.855555556
11,11.08333333,11.08333333
12,12.26666667,12.26666667
13,12.62777778,12.62777778
14,12.77777778,12.77777778
15,12.24444444,12.24444444
16,11.10555556,11.10555556
17,8.161111111,9.927777778
18,6.927777778,8.866666667
19,6.172222222,7.727777778
20,5.483333333,7
21,3.422222222,5.838888889
22,2.844444444,5.2
23,2.561111111,4.1
0,18.24444444,18.24444444
1,17.2,17.2
2,17.21111111,17.21111111
3,17.17222222,17.17222222
4,16.64444444,16.64444444
5,16.12777778,16.12777778
6,16.06666667,16.06666667
7,15.97222222,15.97222222
8,16.00555556,16.00555556
9,17.12777778,17.12777778
10,18.65555556,18.65555556
11,20.64444444,20.64444444
12,22.47222222,22.47222222
13,22.12222222,22.12222222
14,24.15,24.15
15,24.90555556,24.90555556
16,24.90555556,24.90555556
17,25.02222222,25.02222222
18,22.70555556,22.70555556
19,22.03333333,22.03333333
20,20.11666667,20.11666667
21,18.81666667,18.81666667
22,19.32777778,19.32777778
23,19.07222222,19.07222222
0,7.661111111,7.661111111
1,6.088888889,7.155555556
2,7.111111111,7.111111111
3,6.583333333,6.583333333
4,2.511111111,5.538888889
5,5.066666667,5.066666667
6,5.461111111,6.205555556
7,7.111111111,7.622222222
8,9.566666667,9.566666667
9,11.99444444,11.99444444
10,12.66111111,12.66111111
11,14.55,14.55
12,15.88333333,15.88333333
13,15.88888889,15.88888889
14,15.98888889,15.98888889
15,15.91111111,15.91111111
16,15.86111111,15.86111111
17,14.73333333,14.73333333
18,13.73333333,13.73333333
19,12.66666667,12.66666667
20,11.19444444,11.19444444
21,10.05,10.05
22,8.411111111,9.933333333
23,7.322222222,9.338888889
0,7.194444444,8.866666667
1,8.122222222,8.866666667
2,7.994444444,8.827777778
3,8.816666667,8.816666667
4,8.744444444,8.744444444
5,7.938888889,8.705555556
6,7.066666667,7.633333333
7,6.388888889,7.055555556
8,6.155555556,7.783333333
9,8.35,9.883333333
10,12.15555556,12.15555556
11,12.76111111,12.76111111
12,13.88888889,13.88888889
13,15,15
14,15.01666667,15.01666667
15,15.04444444,15.04444444
16,14.97222222,14.97222222
17,14.06666667,14.06666667
18,11.11111111,11.11111111
19,8.816666667,8.816666667
20,7.866666667,7.866666667
21,6.15,6.15
22,6.705555556,6.705555556
23,6.322222222,6.322222222
0,6.155555556,6.155555556
1,5.644444444,5.644444444
2,5.955555556,5.955555556
3,5.094444444,6.227777778
4,6.688888889,6.688888889
5,6.788888889,6.788888889
6,7.777777778,7.777777778
7,7.666666667,7.666666667
8,8.572222222,8.572222222
9,9.977777778,9.977777778
10,12.26666667,12.26666667
11,13.85,13.85
12,15.04444444,15.04444444
13,16.17777778,16.17777778
14,16.19444444,16.19444444
15,17.15,17.15
16,16.03888889,16.03888889
17,15.90555556,15.90555556
18,14.86111111,14.86111111
19,13.79444444,13.79444444
20,12.93888889,12.93888889
21,12.73333333,12.73333333
22,12.68888889,12.68888889
23,11.66111111,11.66111111
0,11.08888889,11.08888889
1,10.55555556,10.55555556
2,10.11666667,10.11666667
3,9.344444444,9.977777778
4,9.466666667,9.466666667
5,9.566666667,9.566666667
6,9.883333333,9.883333333
7,8.872222222,9.855555556
8,10.06666667,10.06666667
9,11.13888889,11.13888889
10,11.23333333,11.23333333
11,12.47222222,12.47222222
12,15.00555556,15.00555556
13,16.09444444,16.09444444
14,17.07222222,17.07222222
15,17.73333333,17.73333333
16,17.71111111,17.71111111
17,16.06111111,16.06111111
18,13.86666667,13.86666667
19,12.21666667,12.21666667
20,12.27222222,12.27222222
21,11.22777778,11.22777778
22,11.22777778,11.22777778
23,10.94444444,10.94444444
0,10.67222222,10.67222222
1,10.6,10.6
2,11.64444444,11.64444444
3,11.57777778,11.57777778
4,12.12777778,12.12777778
5,12.07777778,12.07777778
6,12.15,12.15
7,12.15,12.15
8,12.11111111,12.11111111
9,12.73333333,12.73333333
10,13.77222222,13.77222222
11,13.69444444,13.69444444
12,14.32777778,14.32777778
13,13.83888889,13.83888889
14,13.95555556,13.95555556
15,13.91111111,13.91111111
16,13.96111111,13.96111111
17,13.98888889,13.98888889
18,13.91111111,13.91111111
19,13.88888889,13.88888889
20,13.88888889,13.88888889
21,13.86666667,13.86666667
22,13.86666667,13.86666667
23,13.82222222,13.82222222
0,13.86666667,13.86666667
1,13.86666667,13.86666667
2,13.74444444,13.74444444
3,13.84444444,13.84444444
4,13.84444444,13.84444444
5,13.11111111,13.11111111
6,12.82777778,12.82777778
7,12.33888889,12.33888889
8,12.16111111,12.16111111
9,12.82777778,12.82777778
10,13.84444444,13.84444444
11,16.51666667,16.51666667
12,18.59444444,18.59444444
13,19.8,19.8
14,20.87222222,20.87222222
15,22,22
16,22.06666667,22.06666667
17,21.06666667,21.06666667
18,17.77777778,17.77777778
19,17.62222222,17.62222222
20,16.92222222,16.92222222
21,16,16
22,16.05,16.05
23,15.37777778,15.37777778
0,14.42222222,14.42222222
1,13.98333333,13.98333333
2,13.87222222,13.87222222
3,14.35555556,14.35555556
4,14.33333333,14.33333333
5,14.21111111,14.21111111
6,14.81666667,14.81666667
7,14.88333333,14.88333333
8,14.86111111,14.86111111
9,16,16
10,17.50555556,17.50555556
11,17.49444444,17.49444444
12,17.63888889,17.63888889
13,18.77222222,18.77222222
14,20.72222222,20.72222222
15,20.72777778,20.72777778
16,18.53333333,18.53333333
17,15.59444444,15.59444444
18,12.55,12.55
19,12.01666667,12.01666667
20,11.02777778,11.02777778
21,10.88333333,10.88333333
22,7.383333333,9.822222222
23,7.344444444,8.361111111
0,6.094444444,7.138888889
1,5.7,7.716666667
2,4.827777778,6.844444444
3,4.588888889,6.738888889
4,4.583333333,7.177777778
5,5.277777778,7.661111111
6,5.383333333,7.644444444
7,5.422222222,7.622222222
8,6.977777778,8.433333333
9,10.91111111,10.91111111
10,12.68888889,12.68888889
11,13.6,13.6
12,16.03888889,16.03888889
13,16.13333333,16.13333333
14,17.18888889,17.18888889
15,17.8,17.8
16,17.8,17.8
17,17.28888889,17.28888889
18,13.93333333,13.93333333
19,12.71111111,12.71111111
20,12.23888889,12.23888889
21,11.06111111,11.06111111
22,10.71666667,10.71666667
23,10.57222222,10.57222222
0,10.55555556,10.55555556
1,7.911111111,9.488888889
2,7.727777778,9.3
3,6.683333333,8.872222222
4,7.461111111,8.361111111
5,6.394444444,8.183333333
6,5.461111111,7.711111111
7,5.261111111,7.738888889
8,6.305555556,8.644444444
9,11.04444444,11.04444444
10,13.88888889,13.88888889
11,16.88888889,16.88888889
12,18.86111111,18.86111111
13,19.97222222,19.97222222
14,21.02777778,21.02777778
15,22.12777778,22.12777778
16,21.10555556,21.10555556
17,20.01666667,20.01666667
18,17.10555556,17.10555556
19,14.88333333,14.88333333
20,12.98333333,12.98333333
21,12.61111111,12.61111111
22,12.61111111,12.61111111
23,10.98888889,10.98888889
0,10.34444444,10.34444444
1,8.338888889,9.838888889
2,7.733333333,9.694444444
3,7.466666667,8.238888889
4,6.305555556,8.172222222
5,6.533333333,8.522222222
6,6.35,8.611111111
7,6.45,8.638888889
8,10.38333333,10.38333333
9,13.61666667,13.61666667
10,16.94444444,16.94444444
11,18.44444444,18.44444444
12,19.90555556,19.90555556
13,22.10555556,22.10555556
14,23.8,23.8
15,24.83888889,24.83888889
16,24.88333333,24.88333333
17,22.92222222,22.92222222
18,17.7,17.7
19,14.88333333,14.88333333
20,13.85555556,13.85555556
21,11.13333333,11.13333333
22,10.97222222,10.97222222
23,11.81111111,11.81111111
0,19.28333333,19.28333333
1,19.18888889,19.18888889
2,19.80555556,19.80555556
3,21.25,21.25
4,20.21111111,20.21111111
5,19.62222222,19.62222222
6,18.67777778,18.67777778
7,17.73333333,17.73333333
8,17.83333333,17.83333333
9,18.77222222,18.77222222
10,19.83888889,19.83888889
11,21.15,21.15
12,22.75555556,22.75555556
13,23.79444444,23.79444444
14,23.90555556,23.90555556
15,23.68888889,23.68888889
16,23.66666667,23.66666667
17,19.00555556,19.00555556
18,17.08333333,17.08333333
19,16.08888889,16.08888889
20,16.10555556,16.10555556
21,15.02777778,15.02777778
22,15.02777778,15.02777778
23,15.02777778,15.02777778
0,12.33888889,12.33888889
1,10.27777778,10.27777778
2,10.21111111,10.21111111
3,9.1,9.7
4,8.7,8.7
5,7.7,7.7
6,6.105555556,7.755555556
7,5.7,7.661111111
8,10.47777778,10.47777778
9,13.55,13.55
10,15.92777778,15.92777778
11,17.77777778,17.77777778
12,20.99444444,20.99444444
13,22.72777778,22.72777778
14,23.82777778,23.82777778
15,24.88333333,24.88333333
16,24.88333333,24.88333333
17,22.78888889,22.78888889
18,17.21666667,17.21666667
19,14.88333333,14.88333333
20,12.96666667,12.96666667
21,14.56111111,14.56111111
22,14.51666667,14.51666667
23,13.39444444,13.39444444
0,11.93888889,11.93888889
1,13.44444444,13.44444444
2,12.45555556,12.45555556
3,12.38333333,12.38333333
4,11.45555556,11.45555556
5,11.56666667,11.56666667
6,10.86111111,10.86111111
7,10.86111111,10.86111111
8,10.81666667,10.81666667
9,12.71111111,12.71111111
10,16.03888889,16.03888889
11,17.74444444,17.74444444
12,18.93333333,18.93333333
13,20.04444444,20.04444444
14,22.03888889,22.03888889
15,22.19444444,22.19444444
16,21.15555556,21.15555556
17,19.92777778,19.92777778
18,15.01666667,15.01666667
19,12.73333333,12.73333333
20,12.09444444,12.09444444
21,10,10
22,9.372222222,9.372222222
23,9.394444444,9.394444444
0,7.8,7.8
1,7.75,7.75
2,7.127777778,7.127777778
3,6.088888889,6.088888889
4,4.927777778,4.927777778
5,5.055555556,5.055555556
6,4.927777778,4.927777778
7,3.866666667,3.866666667
8,7.022222222,7.022222222
9,10.88888889,10.88888889
10,14.92777778,14.92777778
11,17.48333333,17.48333333
12,19.81666667,19.81666667
13,19.92777778,19.92777778
14,19.97222222,19.97222222
15,21.06111111,21.06111111
16,20.04444444,20.04444444
17,18.92777778,18.92777778
18,14.97222222,14.97222222
19,12.66111111,12.66111111
20,11.11666667,11.11666667
21,8.866666667,8.866666667
22,8.822222222,8.822222222
23,7.972222222,9.455555556
0,8.177777778,8.177777778
1,7.066666667,7.066666667
2,6.905555556,6.905555556
3,5.972222222,5.972222222
4,3.866666667,3.866666667
5,4.766666667,4.766666667
6,3.866666667,3.866666667
7,3.088888889,4.961111111
8,6.127777778,6.127777778
9,8.688888889,8.688888889
10,11.08333333,11.08333333
11,13.67222222,13.67222222
12,15.09444444,15.09444444
13,17.26666667,17.26666667
14,17.94444444,17.94444444
15,18.88888889,18.88888889
16,18.83888889,18.83888889
17,17.35555556,17.35555556
18,12.84444444,12.84444444
19,11.06111111,11.06111111
20,10.21111111,10.21111111
21,7.777777778,7.777777778
22,8.244444444,8.244444444
23,7.461111111,7.461111111
0,6.144444444,7.133333333
1,7.616666667,7.616666667
2,6.411111111,7.272222222
3,4.983333333,7.1
4,5.494444444,6.588888889
5,4.761111111,4.761111111
6,4.044444444,4.044444444
7,2.105555556,4.044444444
8,5.077777778,5.077777778
9,7.827777778,7.827777778
10,9.983333333,9.983333333
11,12.05555556,12.05555556
12,13.75555556,13.75555556
13,14.88888889,14.88888889
14,15.87777778,15.87777778
15,15.93333333,15.93333333
16,15.83888889,15.83888889
17,14.62777778,14.62777778
18,13.68333333,13.68333333
19,12.10555556,12.10555556
20,10.12222222,10.12222222
21,9.05,9.05
22,8.011111111,8.011111111
23,8.305555556,8.305555556
0,8.933333333,8.933333333
1,9.444444444,9.444444444
2,9.583333333,9.583333333
3,9.927777778,9.927777778
4,9.927777778,9.927777778
5,10.42222222,10.42222222
6,9.927777778,9.927777778
7,9.927777778,9.927777778
8,9.938888889,9.938888889
9,10.97222222,10.97222222
10,11.01666667,11.01666667
11,11,11
12,11.06111111,11.06111111
13,11.10555556,11.10555556
14,12,12
15,11.08333333,11.08333333
16,11.08333333,11.08333333
17,11.94444444,11.94444444
18,11.03888889,11.03888889
19,11.03888889,11.03888889
20,11,11
21,10.97222222,10.97222222
22,9.144444444,9.844444444
23,9.083333333,9.8
0,8.205555556,9.755555556
1,8.344444444,9.105555556
2,8.355555556,9.038888889
3,4.922222222,7
4,6.444444444,6.444444444
5,3.466666667,4.716666667
6,1.8,3.855555556
7,3.877777778,3.877777778
8,4.272222222,5.177777778
9,5.65,7.116666667
10,10.93333333,10.93333333
11,12.23333333,12.23333333
12,13.83888889,13.83888889
13,15.95,15.95
14,16.01666667,16.01666667
15,16.08333333,16.08333333
16,15.99444444,15.99444444
17,13.88888889,13.88888889
18,12.82222222,12.82222222
19,12.26666667,12.26666667
20,12.22222222,12.22222222
21,11.13333333,11.13333333
22,11.11111111,11.11111111
23,10.55555556,10.55555556
0,7.094444444,9.516666667
1,7.066666667,9.488888889
2,6.205555556,8.933333333
3,6.072222222,8.961111111
4,6.727777778,9.466666667
5,10.89444444,10.89444444
6,12.06111111,12.06111111
7,12.61666667,12.61666667
8,12.73333333,12.73333333
9,12.22777778,12.22777778
10,12.2,12.2
11,12.78888889,12.78888889
12,14.88333333,14.88333333
13,17.17222222,17.17222222
14,17.23333333,17.23333333
15,17.26666667,17.26666667
16,17.77777778,17.77777778
17,16.18333333,16.18333333
18,14.05,14.05
19,14.02777778,14.02777778
20,13.06666667,13.06666667
21,12.89444444,12.89444444
22,13.33333333,13.33333333
23,12.79444444,12.79444444
0,12.87777778,12.87777778
1,13.31111111,13.31111111
2,5.977777778,8.855555556
2,2.15,6.477777778
3,0.75,5.416666667
4,-0.35,4.394444444
5,-1.194444444,3.794444444
6,-2.677777778,2.777777778
7,-1.938888889,2.872222222
8,-2.244444444,2.733333333
9,-2.072222222,2.688888889
10,-2.088888889,2.772222222
11,-0.988888889,3.794444444
12,-0.394444444,3.866666667
13,-0.194444444,3.905555556
14,0.355555556,3.888888889
15,0.916666667,3.888888889
16,1.411111111,3.872222222
17,2.844444444,3.844444444
18,1.966666667,3.866666667
19,-0.272222222,3.855555556
20,0.433333333,3.844444444
21,0.605555556,3.866666667
22,-0.911111111,3.344444444
23,-1.694444444,2.8
0,-1.705555556,2.777777778
1,-1.583333333,2.755555556
2,-1.722222222,2.755555556
3,-0.833333333,2.755555556
4,-1.716666667,2.322222222
5,-0.894444444,2.15
6,-1.327777778,2.061111111
7,-1.261111111,2.066666667
8,-1.25,2.105555556
9,-1.538888889,2.127777778
10,-0.794444444,2.661111111
11,-0.822222222,2.733333333
12,-0.483333333,2.755555556
13,-0.216666667,2.877777778
14,0.844444444,3.816666667
15,1.961111111,3.866666667
16,0.844444444,3.788888889
17,1.7,3.816666667
18,2.777777778,2.777777778
19,1.433333333,2.855555556
20,-1.055555556,2.777777778
21,-0.172222222,3.266666667
22,-0.133333333,3.227777778
23,0.344444444,3.244444444
0,15.46666667,15.46666667
1,14.95555556,14.95555556
2,14.37222222,14.37222222
3,14.35555556,14.35555556
4,13.77777778,13.77777778
5,13.32777778,13.32777778
6,12.66666667,12.66666667
7,12.64444444,12.64444444
8,13.75555556,13.75555556
9,15.97222222,15.97222222
10,17.2,17.2
11,18.76666667,18.76666667
12,19.92777778,19.92777778
13,21.06111111,21.06111111
14,21.1,21.1
15,21.15555556,21.15555556
16,20.07222222,20.07222222
17,20.16666667,20.16666667
18,17.84444444,17.84444444
19,15.99444444,15.99444444
20,14.06111111,14.06111111
21,13.75,13.75
22,13.17777778,13.17777778
23,12.08888889,12.08888889
0,-0.272222222,2.711111111
1,-0.222222222,2.683333333
2,-0.372222222,2.666666667
3,-2.25,1.6
4,-2.666666667,1.572222222
5,-3.905555556,0
6,-3.338888889,-0.072222222
7,-3.794444444,0.022222222
8,-2.927777778,1.088888889
9,-1.95,2.777777778
10,-0.4,3.955555556
11,0.888888889,5.022222222
12,1.955555556,6.088888889
13,3.366666667,6.938888889
14,3.116666667,6.183333333
15,3.311111111,6.155555556
16,2.111111111,5.205555556
17,0.327777778,2.85
18,-0.472222222,2.2
19,-0.6,2.3
20,-2.422222222,1.183333333
21,-2.7,0.65
22,-2.622222222,0.827777778
23,-2.811111111,1.138888889
0,-2.883333333,0.555555556
1,-3.377777778,0.466666667
2,-3.611111111,0.488888889
3,-4.261111111,-0.05
4,-4.294444444,-0.122222222
5,-4.322222222,-0.094444444
6,-4.255555556,-0.072222222
7,-4.288888889,-0.183333333
8,-1.622222222,2.105555556
9,-0.772222222,2.8
10,1.733333333,5.005555556
11,4.283333333,7.266666667
12,5.177777778,7.866666667
13,6.75,8.938888889
14,6.966666667,8.977777778
15,6.95,8.955555556
16,5.988888889,7.938888889
17,4.044444444,6.038888889
18,3.905555556,5.95
19,2.694444444,4.95
20,1.966666667,4.811111111
21,1.133333333,4.327777778
22,1.761111111,5.116666667
23,1.272222222,4.833333333
0,11.51111111,11.51111111
1,10.93333333,10.93333333
2,10.63333333,10.63333333
3,9.333333333,9.333333333
4,9.283333333,9.283333333
5,8.9,8.9
6,7.222222222,7.222222222
7,8.733333333,8.733333333
8,11.75,11.75
9,14.82222222,14.82222222
10,17.66111111,17.66111111
11,19.75555556,19.75555556
12,21.03888889,21.03888889
13,22.15,22.15
14,22.72777778,22.72777778
15,22.77777778,22.77777778
16,22.77777778,22.77777778
17,22.77777778,22.77777778
18,17.88888889,17.88888889
19,15.07222222,15.07222222
20,14.11111111,14.11111111
21,13.77222222,13.77222222
22,12.71111111,12.71111111
23,12.28333333,12.28333333
0,11.73888889,11.73888889
1,12.73333333,12.73333333
2,12.96111111,12.96111111
3,12.76111111,12.76111111
4,12.80555556,12.80555556
5,13.91666667,13.91666667
6,12.77777778,12.77777778
7,12.70555556,12.70555556
8,12.8,12.8
9,14.93333333,14.93333333
10,17.06111111,17.06111111
11,17.65,17.65
12,18.79444444,18.79444444
13,19.86111111,19.86111111
14,20.07222222,20.07222222
15,21.01666667,21.01666667
16,20.99444444,20.99444444
17,20.08333333,20.08333333
18,17.72777778,17.72777778
19,13.88888889,13.88888889
20,12.86666667,12.86666667
21,12.15555556,12.15555556
22,12.61666667,12.61666667
23,11.36111111,11.36111111
0,9.961111111,9.961111111
1,7.744444444,9.355555556
2,8.633333333,8.633333333
3,8.8,8.8
4,7.222222222,7.222222222
5,7.316666667,7.316666667
6,7.711111111,7.711111111
7,5.805555556,7.2
8,10.62777778,10.62777778
9,13.82222222,13.82222222
10,17.2,17.2
11,19.91666667,19.91666667
12,22.71111111,22.71111111
13,23.83888889,23.83888889
14,24.92222222,24.92222222
15,25.97222222,25.97222222
16,25.97222222,25.97222222
17,23.96111111,23.96111111
18,21.08333333,21.08333333
19,17.22222222,17.22222222
20,16.01111111,16.01111111
21,14.86111111,14.86111111
22,14.36111111,14.36111111
23,14.03888889,14.03888889
0,13.22222222,13.22222222
1,13.27222222,13.27222222
2,13.07222222,13.07222222
3,12.27222222,12.27222222
4,11.73888889,11.73888889
5,12.16666667,12.16666667
6,13.66666667,13.66666667
7,12.13888889,12.13888889
8,14.79444444,14.79444444
9,16.97222222,16.97222222
10,17.61666667,17.61666667
11,18.78888889,18.78888889
12,18.81666667,18.81666667
13,19.92777778,19.92777778
14,20.17222222,20.17222222
15,21.17777778,21.17777778
16,22.75555556,22.75555556
17,22.06111111,22.06111111
18,18.90555556,18.90555556
19,17.82222222,17.82222222
20,17.43888889,17.43888889
21,14.83888889,14.83888889
22,12.12777778,12.12777778
23,11.61666667,11.61666667
0,10.97222222,10.97222222
1,5.55,9.422222222
2,5.811111111,9.422222222
3,6.155555556,9.372222222
4,6.522222222,9.327777778
5,5.711111111,8.327777778
6,4.794444444,7.222222222
7,5.222222222,7.161111111
8,5.827777778,7.788888889
9,11.08888889,11.08888889
10,12.73333333,12.73333333
11,13.76666667,13.76666667
12,13.93333333,13.93333333
13,14.95,14.95
14,14.92222222,14.92222222
15,14.92777778,14.92777778
16,14.90555556,14.90555556
17,13.00555556,13.00555556
18,12.21666667,12.21666667
19,8.516666667,8.866666667
20,7.8,7.8
21,5.216666667,7.044444444
22,4.811111111,6.05
23,5.388888889,5.388888889
0,5.377777778,5.377777778
1,2.866666667,4.288888889
2,1.488888889,3.905555556
3,3.2,3.2
4,3.222222222,3.222222222
5,1.183333333,2.8
6,0.488888889,2.688888889
7,2.688888889,2.688888889
8,3.144444444,4.894444444
9,5.555555556,7.783333333
10,12.2,12.2
11,14.76666667,14.76666667
12,15.02222222,15.02222222
13,16.13333333,16.13333333
14,17.1,17.1
15,17.15,17.15
16,17.17777778,17.17777778
17,16.16111111,16.16111111
18,13.93333333,13.93333333
19,12.19444444,12.19444444
20,11.2,11.2
21,8.894444444,8.894444444
22,9.133333333,9.75
23,9.227777778,9.227777778
0,23.55,23.55
1,22.9,22.9
2,21.44444444,21.44444444
3,19.62777778,19.62777778
4,16.66666667,16.66666667
5,18.8,18.8
6,18.67777778,18.67777778
7,17.17777778,17.17777778
8,20.53333333,20.53333333
9,23.68888889,23.68888889
10,25.88888889,25.88888889
11,26.57222222,26.95
12,27.75,28.57777778
13,27.85,28.71111111
14,28.59444444,29.72222222
15,29.57222222,30.91111111
16,29.59444444,30.93333333
17,29.47222222,30.77777778
18,28.67222222,29.77777778
19,26.74444444,26.94444444
20,23.02777778,23.02777778
21,20.99444444,20.99444444
22,19.42222222,19.42222222
23,18.73888889,18.73888889
0,20.62777778,20.62777778
1,20.07222222,20.07222222
2,17.45555556,17.45555556
3,13.28888889,13.28888889
4,12.24444444,12.24444444
5,13.17777778,13.17777778
6,12.2,12.2
7,13.73333333,13.73333333
8,18.32222222,18.32222222
9,22.03888889,22.03888889
10,23.81666667,23.81666667
11,26.56111111,26.92222222
12,27.06666667,27.77777778
13,27.81666667,28.88333333
14,29.15,30.76666667
15,29.36666667,31.03888889
16,29.25,31.03888889
17,28.32222222,29.84444444
18,27.57222222,28.81111111
19,24.92222222,24.92222222
20,22.59444444,22.59444444
21,19.86111111,19.86111111
22,17.75555556,17.75555556
23,17.96111111,17.96111111
0,16.55,16.55
1,16.47777778,16.47777778
2,15.24444444,15.24444444
3,13.93333333,13.93333333
